Csec_ID,GeneID,proteinID,domain,annotation,GO
Csec_G14132,B7P43_G14132,PNF22516.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|DNA/RNA polymerases|Endonuclease-reverse transcriptase|Endonuclease/exonuclease/phosphatase|DNase I-like,Reverse transcriptase domain|DNA/RNA polymerase superfamily|Endonuclease/exonuclease/phosphatase|Endonuclease/exonuclease/phosphatase superfamily|Reverse transcriptase/Diguanylate cyclase domain,-|NA|GO:0003824
Csec_G17553,B7P43_G17553,PNF24684.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|DNA/RNA polymerases|DNase I-like|Reverse transcriptase (RNA-dependent DNA polymerase)|Endonuclease/exonuclease/phosphatase,Reverse transcriptase domain|DNA/RNA polymerase superfamily|Endonuclease/exonuclease/phosphatase superfamily,-|NA
Csec_G01512,B7P43_G01512,PNF39341.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G14969,B7P43_G14969,PNF40909.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G02403,B7P43_G02403,PNF35600.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G03240,B7P43_G03240,PNF24119.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G09129,B7P43_G09129,PNF23079.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G11273,B7P43_G11273,PNF21668.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G12307,B7P43_G12307,PNF41535.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G15718,B7P43_G15718,PNF41876.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G16349,B7P43_G16349,PNF40438.1|PNF40439.1|PNF40440.1|PNF40441.1|PNF40442.1,"Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA POLYMERASE ZETA CATALYTIC SUBUNIT|Ribonuclease H-like|DNA polymerase family B, exonuclease domain|DNA Polymerase, chain B, domain 1|DNA POLYMERASE ZETA CATALYTIC SUBUNIT|DNA Polymerase, chain B, domain 1|Ribonuclease H-like|DNA polymerase family B, exonuclease domain|DNA Polymerase, chain B, domain 1|DNA POLYMERASE ZETA CATALYTIC SUBUNIT|DNA polymerase family B, exonuclease domain|Ribonuclease H-like|hAT family C-terminal dimerisation region|Domain of unknown function (DUF4371)|AC-LIKE TRANSPOSASE-RELATED|Ribonuclease H-like","Reverse transcriptase domain|DNA/RNA polymerase superfamily|DNA polymerase zeta catalytic subunit|Ribonuclease H-like superfamily|DNA-directed DNA polymerase, family B, exonuclease domain|DNA polymerase zeta catalytic subunit|DNA-directed DNA polymerase, family B, exonuclease domain|Ribonuclease H-like superfamily|HAT, C-terminal dimerisation domain|Domain of unknown function DUF4371|Ribonuclease H-like superfamily",NA|-|NA|GO:0006281|GO:0016035|GO:0019985|-|GO:0046983|-|NA
Csec_G06269,B7P43_G06269,PNF20480.1|PNF20481.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Endonuclease-reverse transcriptase|DNase I-like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases|Endonuclease/exonuclease/phosphatase,Reverse transcriptase domain|Endonuclease/exonuclease/phosphatase|Endonuclease/exonuclease/phosphatase superfamily|DNA/RNA polymerase superfamily,-|NA|GO:0003824
Csec_G00481,B7P43_G00481,PNF37340.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain,-|NA
Csec_G05027,B7P43_G05027,PNF18676.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G05295,B7P43_G05295,PNF36299.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G08448,B7P43_G08448,PNF21767.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G11735,B7P43_G11735,PNF14652.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G14602,B7P43_G14602,PNF38133.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G01364,B7P43_G01364,PNF39130.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G01694,B7P43_G01694,PNF14380.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G02542,B7P43_G02542,PNF30224.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G03912,B7P43_G03912,PNF43535.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G04862,B7P43_G04862,PNF20580.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G05668,B7P43_G05668,PNF39681.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G05762,B7P43_G05762,PNF22170.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G06764,B7P43_G06764,PNF40578.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G08366,B7P43_G08366,PNF24053.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G08639,B7P43_G08639,PNF24034.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G09239,B7P43_G09239,PNF37832.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G13087,B7P43_G13087,PNF42855.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G13264,B7P43_G13264,PNF26547.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G13436,B7P43_G13436,PNF30370.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G13693,B7P43_G13693,PNF20311.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G13968,B7P43_G13968,PNF26505.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G14042,B7P43_G14042,PNF26942.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G14776,B7P43_G14776,PNF19729.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G15661,B7P43_G15661,PNF43201.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G15919,B7P43_G15919,PNF31657.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G17144,B7P43_G17144,PNF33556.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G18420,B7P43_G18420,PNF42657.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G06095,B7P43_G06095,PNF30889.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases|Endonuclease/exonuclease/phosphatase|Endonuclease-reverse transcriptase|DNase I-like,Reverse transcriptase domain|DNA/RNA polymerase superfamily|Endonuclease/exonuclease/phosphatase superfamily|Endonuclease/exonuclease/phosphatase,NA|-|GO:0003824
Csec_G05734,B7P43_G05734,PNF32037.1|PNF32038.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases|Ion channel regulatory protein UNC-93|MFS general substrate transporter like domains|UNC-93 RELATED|MFS_unc93A_like|PROTEIN UNC-93 HOMOLOG A|MFS general substrate transporter,"Reverse transcriptase domain|DNA/RNA polymerase superfamily|Ion channel regulatory protein, UNC-93|MFS transporter superfamily",-|NA|NA|-
Csec_G17964,B7P43_G17964,PNF39215.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|Endonuclease/exonuclease/phosphatase|DNA/RNA polymerases|DNase I-like|Endonuclease-reverse transcriptase,Reverse transcriptase domain|Endonuclease/exonuclease/phosphatase superfamily|DNA/RNA polymerase superfamily|Endonuclease/exonuclease/phosphatase,-|NA|GO:0003824
Csec_G04678,B7P43_G04678,PNF27290.1,Reverse transcriptase (RT) catalytic domain profile.|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|Endonuclease/exonuclease/phosphatase|DNA/RNA polymerases|Endonuclease-reverse transcriptase|DNase I-like,Reverse transcriptase/Diguanylate cyclase domain|Reverse transcriptase domain|Endonuclease/exonuclease/phosphatase superfamily|DNA/RNA polymerase superfamily|Endonuclease/exonuclease/phosphatase,-|NA|GO:0003824
Csec_G07712,B7P43_G07712,PNF19270.1,Reverse transcriptase (RT) catalytic domain profile.|TRANSPOSON TY3-I GAG-POL POLYPROTEIN|DNA/RNA polymerases|TRANSPOSON TY3-I GAG-POL POLYPROTEIN-LIKE PROTEIN,Reverse transcriptase/Diguanylate cyclase domain|Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G08901,B7P43_G08901,PNF31840.1,"Reverse transcriptase (RT) catalytic domain profile.|TRANSPOSON TY3-I GAG-POL POLYPROTEIN|Integrase core domain|RT_LTR|Acid proteases|HIV Type 1 Reverse Transcriptase, subunit A, domain 1|Ribonuclease H-like|Integrase catalytic domain profile.|Aspartyl protease, retroviral-type family profile.|TRANSPOSON TY3-I GAG-POL POLYPROTEIN-LIKE PROTEIN|retropepsin_like|Reverse transcriptase (RNA-dependent DNA polymerase)|RNase H-like domain found in reverse transcriptase|DNA/RNA polymerases|RNase_HI_RT_Ty3|Integrase zinc binding domain|Acid Proteases|Eukaryotic and viral aspartyl proteases active site.","Reverse transcriptase domain|Integrase, catalytic core|Aspartic peptidase domain superfamily|Ribonuclease H-like superfamily|Peptidase A2A, retrovirus, catalytic|Reverse transcriptase, RNase H-like domain|DNA/RNA polymerase superfamily|Integrase zinc-binding domain|Reverse transcriptase/Diguanylate cyclase domain|Aspartic peptidase, active site|Ribonuclease H superfamily",-|NA|GO:0015074|GO:0004190|GO:0006508|GO:0003676
Csec_G17702,B7P43_G17702,PNF19571.1,"Reverse transcriptase (RT) catalytic domain profile.|TRANSPOSON TY3-I GAG-POL POLYPROTEIN|RT_LTR|HIV Type 1 Reverse Transcriptase, subunit A, domain 1|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases|RNase_HI_RT_Ty3|RNase H-like domain found in reverse transcriptase|TRANSPOSON TY3-I GAG-POL POLYPROTEIN-LIKE PROTEIN","Reverse transcriptase domain|Reverse transcriptase/Diguanylate cyclase domain|DNA/RNA polymerase superfamily|Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain",-|NA
Csec_G18297,B7P43_G18297,PNF22345.1,REVERSE TRANSCRIPTASE|Reverse transcriptase (RT) catalytic domain profile.,Reverse transcriptase domain,NA|-
Csec_G16754,B7P43_G16754,PNF41335.1,REVERSE TRANSCRIPTASE|Reverse transcriptase (RT) catalytic domain profile.|RT_like|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G05140,B7P43_G05140,PNF14896.1|PNF14897.1,"Ribonuclease H-like|Acid Proteases|RT_LTR|Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|RNase H-like domain found in reverse transcriptase|RNase_HI_RT_Ty3|Eukaryotic and viral aspartyl proteases active site.|Integrase catalytic domain profile.|Acid proteases|Integrase zinc binding domain|Integrase core domain|DNA/RNA polymerases|Aspartyl protease, retroviral-type family profile.|HIV Type 1 Reverse Transcriptase, subunit A, domain 1|TRANSPOSON TY3-I GAG-POL POLYPROTEIN-LIKE PROTEIN|TRANSPOSON TY3-I GAG-POL POLYPROTEIN|TRANSPOSON TY3-I GAG-POL POLYPROTEIN-LIKE PROTEIN|Integrase zinc binding domain|RNase_HI_RT_Ty3|DNA/RNA polymerases|Integrase catalytic domain profile.|TRANSPOSON TY3-I GAG-POL POLYPROTEIN|RNase H-like domain found in reverse transcriptase|Ribonuclease H-like","Ribonuclease H-like superfamily|Aspartic peptidase domain superfamily|Reverse transcriptase domain|Reverse transcriptase/Diguanylate cyclase domain|Reverse transcriptase, RNase H-like domain|Aspartic peptidase, active site|Integrase, catalytic core|Ribonuclease H superfamily|Integrase zinc-binding domain|DNA/RNA polymerase superfamily|Peptidase A2A, retrovirus, catalytic|Reverse transcriptase/Diguanylate cyclase domain|Integrase zinc-binding domain|DNA/RNA polymerase superfamily|Integrase, catalytic core|Reverse transcriptase, RNase H-like domain|Ribonuclease H-like superfamily|Ribonuclease H superfamily",-|NA|GO:0004190|GO:0006508|GO:0015074|GO:0003676|NA|-|GO:0015074|GO:0003676
Csec_G06367,B7P43_G06367,PNF26014.1,Ribonuclease H-like|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase),"Ribonuclease H-like superfamily|DNA/RNA polymerase superfamily|Reverse transcriptase, RNA-dependent DNA polymerase",-|NA
Csec_G13205,B7P43_G13205,PNF20324.1,Ribonuclease H-like|Domain of unknown function (DUF4371)|AC-LIKE TRANSPOSASE-RELATED,Ribonuclease H-like superfamily|Domain of unknown function DUF4371,-|NA
Csec_G17705,B7P43_G17705,PNF25199.1,Ribonuclease H-like|Domain of unknown function (DUF4371)|HTH domain in Mos1 transposase,"Ribonuclease H-like superfamily|Domain of unknown function DUF4371|Mos1 transposase, HTH domain",-|NA
Csec_G03455,B7P43_G03455,PNF41705.1,Ribonuclease H-like|GENERAL TRANSCRIPTION FACTOR 2-RELATED ZINC FINGER PROTEIN|GENERAL TRANSCRIPTION FACTOR 2-RELATED ZINC FINGER PROTEIN-RELATED|Concanavalin A-like lectins/glucanases|Domain of unknown function (DUF4371),Ribonuclease H-like superfamily|Concanavalin A-like lectin/glucanase domain superfamily|Domain of unknown function DUF4371,-|NA
Csec_G18391,B7P43_G18391,PNF33517.1,Ribonuclease H-like|Integrase catalytic domain profile.,"Ribonuclease H superfamily|Ribonuclease H-like superfamily|Integrase, catalytic core",GO:0003676|-|GO:0015074
Csec_G12473,B7P43_G12473,PNF15702.1,Ribonuclease H-like|Integrase catalytic domain profile.|Integrase core domain,"Ribonuclease H superfamily|Ribonuclease H-like superfamily|Integrase, catalytic core",NA|GO:0003676|-|GO:0015074
Csec_G08659,B7P43_G08659,PNF29308.1,Ribonuclease H-like|Integrase catalytic domain profile.|Integrase core domain|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase)|RNase_HI_RT_Ty1,"Ribonuclease H-like superfamily|Integrase, catalytic core|DNA/RNA polymerase superfamily|Reverse transcriptase, RNA-dependent DNA polymerase|Ribonuclease H superfamily",-|GO:0015074|NA|GO:0003676
Csec_G14020,B7P43_G14020,PNF32322.1,Ribonuclease H-like|Integrase catalytic domain profile.|Integrase core domain|TRANSPOSON TY3-I GAG-POL POLYPROTEIN|TRANSPOSON TY3-I GAG-POL POLYPROTEIN-LIKE PROTEIN,"Ribonuclease H superfamily|Ribonuclease H-like superfamily|Integrase, catalytic core",GO:0003676|-|GO:0015074|NA
